identity,species,experiment_split,image_count
GiraffeZebraID_IBEIS_PZ_0654,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0654,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0655,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0655,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0656,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0656,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0657,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0658,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0659,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0660,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0661,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0661,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0662,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0662,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0663,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0663,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0664,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0664,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0665,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0666,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0667,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0667,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0668,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0669,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0670,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0671,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0672,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0673,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0674,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0675,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0676,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0677,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0677,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0678,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0678,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0679,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0680,zebra,test,4
GiraffeZebraID_IBEIS_PZ_0680,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0681,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0682,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0683,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0684,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0685,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0686,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0686,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0687,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0688,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0689,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0690,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0690,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0691,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0692,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0693,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0694,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0695,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0696,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0697,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0697,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0698,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0699,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0700,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0701,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0702,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0703,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0704,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0705,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0706,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0707,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0708,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0708,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0709,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0709,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0710,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0711,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0711,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0711,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0712,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0712,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0713,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0714,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0714,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0715,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0716,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0717,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0717,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0718,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0719,zebra,test,7
GiraffeZebraID_IBEIS_PZ_0719,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0719,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0720,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0721,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0722,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0722,zebra,train,9
GiraffeZebraID_IBEIS_PZ_0722,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0723,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0724,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0725,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0726,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0726,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0726,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0727,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0728,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0728,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0729,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0730,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0731,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0732,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0733,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0734,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0735,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0736,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0737,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0738,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0738,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0739,zebra,test,4
GiraffeZebraID_IBEIS_PZ_0739,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0740,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0741,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0742,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0743,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0744,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0745,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0746,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0747,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0748,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0749,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0750,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0751,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0752,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0752,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0753,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0754,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0754,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0755,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0755,zebra,train,9
GiraffeZebraID_IBEIS_PZ_0755,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0756,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0757,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0758,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0759,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0760,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0761,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0761,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0761,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0762,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0763,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0763,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0764,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0765,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0766,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0766,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0767,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0768,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0768,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0769,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0769,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0770,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0770,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0771,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0771,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0772,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0773,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0773,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0774,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0774,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0775,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0775,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0776,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0777,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0777,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0778,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0779,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0780,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0781,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0781,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0781,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0782,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0783,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0784,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0785,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0786,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0787,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0787,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0788,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0789,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0790,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0791,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0792,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0792,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0792,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0793,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0794,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0795,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0796,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0797,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0798,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0799,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0800,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0801,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0802,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0803,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0804,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0805,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0806,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0807,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0808,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0809,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0810,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0811,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0812,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0813,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0814,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0815,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0816,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0817,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0818,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0819,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0820,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0821,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0822,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0823,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0824,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0825,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0826,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0827,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0828,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0829,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0829,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0830,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0830,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0831,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0832,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0833,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0834,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0834,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0835,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0835,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0836,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0837,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0837,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0838,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0839,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0840,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0840,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0841,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0842,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0843,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0844,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0845,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0846,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0847,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0848,zebra,test,9
GiraffeZebraID_IBEIS_PZ_0848,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0849,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0850,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0851,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0852,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0853,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0854,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0855,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0855,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0856,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0857,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0858,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0859,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0860,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0861,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0861,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0862,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0862,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0863,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0864,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0865,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0866,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0867,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0867,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0868,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0869,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0869,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0870,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0870,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0871,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0871,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0872,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0873,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0873,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0874,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0875,zebra,test,5
GiraffeZebraID_IBEIS_PZ_0875,zebra,train,11
GiraffeZebraID_IBEIS_PZ_0875,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0876,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0877,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0878,zebra,train,8
GiraffeZebraID_IBEIS_PZ_0878,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0879,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0879,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0880,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0880,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0881,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0881,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0882,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0883,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0884,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0884,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0885,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0885,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0885,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0886,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0887,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0888,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0889,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0889,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0890,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0891,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0892,zebra,test,2
GiraffeZebraID_IBEIS_PZ_0893,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0894,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0895,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0896,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0896,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0897,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0898,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0899,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0900,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0900,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0901,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0902,zebra,train,7
GiraffeZebraID_IBEIS_PZ_0902,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0903,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0904,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0904,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0905,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0905,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0906,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0907,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0908,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0909,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0910,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0911,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0911,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0912,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0913,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0914,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0915,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0916,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0917,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0917,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0918,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0919,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0920,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0921,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0922,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0922,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0923,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0924,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0925,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0926,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0927,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0928,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0928,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0929,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0930,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0930,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0931,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0932,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0933,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0933,zebra,validation,2
GiraffeZebraID_IBEIS_PZ_0934,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0935,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0936,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0937,zebra,test,6
GiraffeZebraID_IBEIS_PZ_0937,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0937,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0938,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0939,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0940,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0941,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0942,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0943,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0944,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0944,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0945,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0946,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0948,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0949,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0950,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0951,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0952,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0953,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0954,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0955,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0955,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0956,zebra,train,5
GiraffeZebraID_IBEIS_PZ_0957,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0958,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0959,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0960,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0961,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0962,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0963,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0964,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0965,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0966,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0967,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0968,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0969,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0970,zebra,test,3
GiraffeZebraID_IBEIS_PZ_0970,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0971,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0972,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0973,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0974,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0975,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0976,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0977,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0978,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0979,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0980,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0981,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0982,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0983,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0984,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0985,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0986,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0987,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0988,zebra,train,1
GiraffeZebraID_IBEIS_PZ_0989,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0990,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0991,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0991,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0992,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0993,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0994,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0995,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0996,zebra,test,1
GiraffeZebraID_IBEIS_PZ_0996,zebra,train,6
GiraffeZebraID_IBEIS_PZ_0997,zebra,train,4
GiraffeZebraID_IBEIS_PZ_0998,zebra,train,3
GiraffeZebraID_IBEIS_PZ_0998,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_0999,zebra,train,2
GiraffeZebraID_IBEIS_PZ_0999,zebra,validation,1
GiraffeZebraID_IBEIS_PZ_1000,zebra,train,2
GiraffeZebraID_IBEIS_PZ_1001,zebra,train,2
GiraffeZebraID_IBEIS_PZ_1002,zebra,train,6
GiraffeZebraID_IBEIS_PZ_1003,zebra,train,3
GiraffeZebraID_IBEIS_PZ_1004,zebra,train,2
GiraffeZebraID_IBEIS_PZ_1005,zebra,train,3
GiraffeZebraID_IBEIS_PZ_1006,zebra,train,2
